name,description,coordinates,image_url,category,rating,city,country,website,address
Lofotr Viking Museum,"Archeological exhibits in Viking museum in reconstructed longhouse, plus recreated ships.","68.24395679999999,13.7565835",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJSwnJkrES3kUR1GFuXCS8xrA/photos/AWYs27xpfaPf0n3KZTxsu4XFrJhKGiMm60SN5bA4dsGymEfbkFrPD6VR6gN7QBifEcvX-TvDRV4sIdMP4hmuDKs-tSx_Ybjy9fmSjPXGdurN5NQPHBNLE-YZ052hE6HLqtPTQt-bHQMCSb3akLSLl9HnMJ1jPmGPChZyuI9K&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Museum,4.3,Nordland,Norway,http://www.lofotr.no/,"Vikingveien 539, 8360 Bøstad, Norway"
Emerald Lake Parking,,"51.439072599999996,-116.54156119999999",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJbVP4us3feVMRadP03Y6uujQ/photos/AWYs27w9h90R-Rlst_jaN-5A1QAJJZn84q7tcgL1Wv6jvCL_dYE7VUX2Xe_deZcNphJMgHXJbviZZ22Rnsm9ml8X5lplyvIvhx49td3djzu3zHYCyVKesobEVcR-gGEH161MnKnb-OmFBzFdMCajsVaF7mUsjg5AvcrHLFlE&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Parking,4.5,Field,Canada,https://www.pc.gc.ca/en/pn-np/bc/yoho/activ/randonnee-hike/courte-short,"Emerald Lake Rd, Field, BC V0A 1G0, Canada"
Kiyomizu-dera,Iconic Buddhist temple on Mount Otowa known for the scenic views afforded from its sizable veranda.,"34.9946662,135.784661",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJB_vchdMIAWARujTEUIZlr2I/photos/AWYs27yuD9qNhBmRPXEJOgi0kJ7niIrlM0YE1B9ulm3d-nfCCnC04rPhAhXPoOuCTpGdmzxBM54sBGsTeyW5_8OCptB7wZ_TJ_96fRow3k03Zn6iGC5dGWBabfk-vxfrHeRDrwSgZrdd9TQQMyVSM2HlfdmjnnLCt4wzQabB&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Place of Worship,4.5,Kyoto,Japan,https://www.kiyomizudera.or.jp/,"1-chōme-294 Kiyomizu, Higashiyama Ward, Kyoto, 605-0862, Japan"
Cão Grande Peak,"Dramatic finger-shaped volcanic peak rising 2,175 ft., popular for rock climbing.","0.11801330000000002,6.5659944999999995",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJw60IoyUFdhAROv5IftEdGTw/photos/AWYs27yqlCvSR6WngqOdb35a62kqXXbLT9LO0_SjCUPwg5CMMCwJcqSsthTLvLR3uuac0xfifPXE9d3A5mMnt580CZtd2c3qmYc66eIEEnIJa3D-FB_D1ifiK5yR2am8DTmHneqLBjoWUQwBoP1jgIC7Ofdk36gYGwrmY2LC&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,,4.4,Caué,São Tomé and Príncipe,,"Cão Grande Peak, São Tomé and Príncipe"
Trakai Island Castle,Turreted castle on a tranquil island connected by footbridge with a Lithuanian culture museum.,"54.6519943,24.9333292",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJ44t4JGzz3UYRMmC6aN1UI8Q/photos/AWYs27xmBVQvvimGTo7LmFGv6-E6Skxn4Nzik9wCjJ11sOmaDdJx4d3UJih65v3i99qkr5p-kCVcH987FKTjikgfByzzjBY56MmZL8N85SUpHRyeaC_eJU1FPirQpugdj_sHgL5j2pensxWplk_22jAUrPzb76142yOCrjia&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Historical Place,4.7,Trakai,Lithuania,https://trakaimuziejus.lt/,"Karaimų g. 43C, 21104 Trakai, Lithuania"
Ganga Talao Hall,,"-20.420508599999998,57.4926917",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJewmuHk9mfCERD0CguU3_JM0/photos/AWYs27wJttPdX7G_6iJ7QOo8mXadYYwZ5pniXdYL09orZt7wYj_MuWCgsfgpR_AzYfelXCOMnKLcO3KeCOfH0UxsDSWrGd6aHVC-IMZJa6jsoqnbcFPaPDqJ5AfN4ogGWWodN_S-ZHswv8WrjCukPCCTnKQemf6XSnYzQ9hE&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Hindu Temple,4.7,Bois Cheri,Mauritius,,"HFHV+MJ, B88 - Grand Bassin Road, Bois Cheri, Mauritius"
"Vallée de Mai, Praslin, Seychelles","Lush, 19.5-hectare preserve with an ancient forest of Coco de Mer palm trees & many endemic animals.","-4.3318525999999995,55.7401062",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJVVVVVQXuHyMRn5mdovopTTI/photos/AWYs27zbSqHhNy_sNQetFutNxtEBpy6uMMbuQNnFlivoAF5mAOhLTRAJZgBqVccp5o7kUDqJTm9JjDCJZdloSaTecZ4cxIKo_irJGhSJ_F02Recf6DX_oALxaVSY6xiv2kcIWoqj-FsYLmUxhhVe0QW7DVjHV_ngsjefDwPa&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,National Park,4.4,Baie Ste Anne,Seychelles,http://www.sif.sc/vdm,"Baie Ste Anne, Seychelles"
El Arco,"A well-known area landmark, this rock formation jutting out from the ocean is shaped like an arch.","22.8759577,-109.89467379999999",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJ5bijOCJLr4YRVSEZwU9D8yM/photos/AWYs27yxDjklCOynhRZHA8twUNKD7jxypxxyWhGgKlQlKN0i0LRTYp5FoUPAtizEs4m4U3vYS6WMZ9UAdVpXXQFmKkWh9R-ublN4nYzxQ4PvDYWdGK4BPQ_DY2Ckx3hjMpUbNABEBVcQVoDrCCeTc46grTk3zFWFh1zrpAXD&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Tourist Attraction,4.9,Cabo San Lucas,Mexico,https://cabopulmotravel.com/,"23453 Cabo San Lucas, BCS, Mexico"
Mount Erebus,"This 3,794-m mountain is the second-highest volcano in Antarctica, featuring numerous ice fumaroles.","-77.5292912,167.1523106",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJI7ZVC4HJcK8RJ4MydevUo-4/photos/AWYs27yi8So0E7uqH2Kqdo5eCJlm-3IShbYh9Qvh9QB9OWwzfQ_CucK4oth3LFbtUsIJzWX6hZhHl0bjMe3GluLicJkrQ24JmhCNZhdtl6HvtGn6GI2phstDHGDIV1tNST73fqTrapxytqfByXAjUHKvvvGEcS8RbeGX6Hcx&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,,4.5,,Antarctica,,"Mt Erebus, Antarctica"
Kakslauttanen Arctic Resort East Village,"Serene riverside resort offering igloos, cabins & chalets, plus saunas, reindeer safaris & dining.","68.3346152,27.3340419",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJE4XvW2VczUURfeA_UyDIAQ0/photos/AWYs27zGktRq01SDcxT-c7sDF-TrEVYtL438xtu9G-_XW_B6It847bRh_UvAcNocg3CtrE31xUqhw1qvTVceavLzKRBilYpfrWyqHzWwCP9h_cdpDUsIF2jJFWTxlkrmnl0ej9vnYjjAszoO-SQytKs3TTEEVwbW5EYLhqe-&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Resort hotel,4.1,Saariselkä,Finland,http://www.kakslauttanen.fi/,"Kiilopääntie 9, 99830 Saariselkä, Finland"
Mount Olympus National Park,"Biosphere reserve around an iconic peak with hiking routes, caves & a waterfall in Enipeas Gorge.","40.0673348,22.405304599999997",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJ_ztUiwQSWBMRuXoAaBrZxtg/photos/AWYs27xKvt-GUMknoo6IKTyF3JRbYamXT_rEGV5mB3lJRkZYe6WET2D8yM_vUP2x3E_1zzgCllhxCxFCu8qwfAz8yNuTZOYoQa55pPxVS-gjXxpH1z8y3gw9qz2cWxPIstR9SP9HAanDhAEcKOZctxxdKH6J35oZp9LNb7A&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,National Park,4.9,,Greece,https://necca.gov.gr/mdpp/m-d-ethnikou-parkou-olybou/,Greece
Mount Bromo,This picturesque volcano in Bromo Tengger Semeru National Park has a stairway to the crater.,"-7.9424936,112.95301219999999",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJQUp5q6o31i0R3aXS7DYNpK0/photos/AWYs27zZoDmWCAPogOyGeB03gwfE3HNlsTjCGrsCKPc9tu9OBSXBLHkbbZShxMUGQ3MFg7bgxj0r9VLJOEi6MLxzeDwLfu_l9Px8F1o1Xnw4KuE33ghdxol3Ct21HIitwVkxU0iDj0X_-cYVdtYQbQUoW4FSLIJh5PqtWCza&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,,4.7,East Java,Indonesia,,"Mt Bromo, Area Gn. Bromo, Podokoyo, Tosari, Pasuruan Regency, East Java, Indonesia"
Bojnice Castle,"Daily & night tours of a hilltop, neo-gothic castle with a museum, landscaped gardens & cave.","48.7802456,18.5775439",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJfadnKjPDFEcRZ6l5heWxLPA/photos/AWYs27wEGByaCd6xuovE3WpZqWBO1zJbs0Yf3RxksrN8RXpyPjflTAm3PqBtkIvh3wCoaY0qC8Zw3VZh-NACq0a5w_sQc821-rRZxuJZ-GxR9aJwllomsZZrDy6R_4Ov81_U6MssXHGPkEWkoQUbXUBkyn_1MxoyQI24bUta&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Historical Place,4.7,Trenčiansky kraj,Slovakia,http://www.bojnicecastle.sk/,"Zámok a okolie 1, 972 01 Bojnice, Slovakia"
Mount Thielsen,"Prominent peak with a unique spire, expansive mountain & lake views & steep yet accessible trails.","43.1515735,-122.06641150000002",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJTaVJu2ROxlQRQWkEOQNNYpE/photos/AWYs27yIFYtUjOWPLYt8RhzFBkUIky4uV_5q_yz_GglDfnzvQtqxrdL0zDWz6-VVtCsY9np4QlHuX06-bW0n4ib770q8gQmK7tva5t07OFoEc_BN4vPAaMxtKyg3mK1YaJr0F3UXOE2AtPK9tR0SKBLxiRKYiuzsHAUcE_eK&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,,4.8,Oregon,United States,,"Mt Thielsen, Oregon 97733, USA"
Petrohué Waterfalls,"Chute-type waterfall reached by a short path, with views of Osorno stratovolcano in the background.","-41.1732738,-72.44937070000002",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJA7e1akBiF5YRGX2D8me8Pnw/photos/AWYs27xDr20qIWbxSFtRcHi8lsRE3LC8bqkxC97CEGyRVAxmVffgmpFwgPpsS9N3KF0AVcHGXkyHmljCsgA82g2k99hBRssNDn49T6cO1JoKU869uQICXIGsebTGkbXjP0A2LnNcH_aYkJ47ay95_yFAU_eefXZ3grglq0Ic&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Tourist Attraction,4.8,Los Lagos,Chile,http://www.conaf.cl/parques/parque-nacional-vicente-perez-rosales/,"Saltos de Petrohue, 5550000 Puerto Varas, Los Lagos, Chile"
"Karakoram Highway Monument, FWO",,"36.3135985,74.6705468",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJC2CsXUeh6DgR1ItWrZLFsC8/photos/AWYs27y68Tn--NZhk6u5G6v7TwfgiEmsOo6LfjGheBRkczz41DOPmdPCyQGcEa8R9CLA-PHzNcS8rmSpcZo5sqWJjDSS6g9JTTvlAI1xohhZ8Ik3XmBn4x8siw5A4Qxl5_H3nDH-dEdszBk-1pPJU8VIzF6hpCsY57u9iLN8&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Historical Landmark,4.9,Ganish,,,"8M7C+C6M, Boshosho Khun Rd, Hunza, Ganish"
Burning Mountain Nature Reserve,,"-31.867809700000002,150.90172189999998",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJwzwe6wMXC2sRVw07UaqFjkc/photos/AWYs27xrQ7IdGJndPzFZ6psnznV_HB8NIsi8rq4cgEwPh0gfrXz_jOYaTsfbE-6ATOiIzLxA7ptQWUG-7nlLVxywtT7ApuVH3II-vTzvkj3rzWFNTEMpFJdqX8B9HibYiFmH4_ZhtTKHS2jbDKwQSfa-CsraObzA8S1RI6La&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Park,4.2,Wingen,Australia,https://www.nationalparks.nsw.gov.au/visit-a-park/parks/burning-mountain-nature-reserve?utm_campaign=Google%20My%20Business%20Page&utm_medium=organic&utm_source=google&utm_term=plcid_12245867522696875053,"Burning, Mountain Walk, Wingen NSW 2337, Australia"
Jabal AlBanat | جبل البنات,,"26.7880409,37.9604144",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJH9Tz7Va1pRURTIllECRqVzg/photos/AWYs27wCGDNr-StE5zTc5arGY9bxPrzQJed05KK9M_G0DL1jPNI9t4XuQzXk6H5oJWN32lRFK7vjwzCY-AQFRNyWBiin8d_i6cKN5wws9dCCI-my7OpxAWW1y7MquweUEw-pT-9u_tiuGLfvgESzC1lEV1vmL11n9OuemFYI&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Historical Landmark,4.7,Hegra,Saudi Arabia,https://www.experiencealula.com/en/places-to-go/hegra,"QXM6+RF, Hegra 43541, Saudi Arabia"
Trollfjord,"Fjord with a 100-m wide entrance & steep-sided mountains, referenced in Norwegian art & literature.","68.3629115,14.9352599",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJhWUlEOsu3EURtgO__wFlSys/photos/AWYs27y_54_wZTxdUUg1HkQ_I7WLCJs_eP1hw1QxOOetbyQLsCAU8WtdQMyX_sWsYkdm23yJpLaB4U390xi4VLbMtvXK_IonAfYjBhsHqPaD6HGTs5DwQt6qwT2TreqU6b86qf5W_YUQGdnw4eFcZJwGJ9-6GHLS_XF-iBZ1&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,,4.9,Nordland,Norway,,"Trollfjord, Hadsel Municipality, Norway"
Ordesa y Monte Perdido National Park,"Vast National Park with World Heritage status & rich with wildlife, with mountains, lakes & forests.","42.6468705,0.034900099999999996",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJR71L73_5Vw0RdilE6jcNZmc/photos/AWYs27yUtXYWSp9ATEty-LlVlMJCnMbHycYlFRmQFwlqUcaMonI8qfQnuPyVW4MNAr1aD-YgEAPUJMcWuywojl7EQ-1ITQBrkea1ukc9g6l2BgwSdSYnB2oDnmKLoX44dZ0Y4L9HdVvRLRKZrz-m6Eb2AvrVmguNszzYBBJi&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,National Park,4.9,Huesca,Spain,http://www.aragon.es/ordesa,"C. Felipe Coscolla, 11, 22004 Huesca, Spain"
Fiordland National Park,"Rugged expanse of glacier-carved fiords, lakes & mountains, with varied hiking trails & camping.","-45.4084942,167.3591318",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJqyozYUsO1KkRurckveUzL_Y/photos/AWYs27ynO2XXLNV4LCrCAIJbVjMhLvC1LW1nc8cedVmPQxtVbP9SbEx9aHdCBPwFY0bae8ci5wgfsMo420a86T-hT-L5Ug5yURtZnnbGr6_iXOnxoaqZ-UIVk27bKDW76E9sy8zRF1diYl1ERAoznsUDJ8TFPkgGL7C3KSy9&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,National Park,4.9,Southland,New Zealand,https://www.doc.govt.nz/parks-and-recreation/places-to-go/fiordland/places/fiordland-national-park/?tab-id=50578,"Southland, New Zealand"
Shiretoko National Park,Drift ice can be seen in the sea off this remote peninsula with a wealth of rare flora & fauna.,"44.1528287,145.1867802",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJV0KQFCYibV8R0lUJO_2LOM0/photos/AWYs27zOhfPT1bfXA6hXSAvfQjxLeXSca6duGDG7Js_5tU37suHzX7g8-56EB3JlV5LjzXVFYDPJQzFs7QbMHxaeL6bO2hQE6u9U4GmCs4u8XalHJIYh50wR7rxlwq_e-T90aMKUHk37j6cWPq71PbQ4_pgIrkkPLtYI427N&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,National Park,4.6,Shari,Japan,https://www.env.go.jp/park/shiretoko/,"Japan, Hokkaido, Shari District, Shari, ・目梨郡羅臼町"
Luray Caverns,"Massive underground lair with 140-ft. natural columns, colorful stalactites & brick walkways.","38.6645355,-78.4832102",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJrX49VYpRtIkRvU-9KQCFkuE/photos/AWYs27y7Eyp1pVQU_yodUUWJMwLO4O8RLEB9V6oRXDT2W0A_fbtZlegPF2-It2UBseyF5poqkoYKQ6PMkMsNktlliH6gtWW5TV4mCpbFl4C9ZTBqqunvmLTRhtKw_eiboOPQqF_uFNR3qhCab5DKfOs5dFjJZ2tEHTZQCUyb&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Tourist Attraction,4.7,Luray,United States,https://luraycaverns.com/,"101 Cave Hill Rd, Luray, VA 22835, USA"
Cape Farewell,,"59.779166700000005,-43.9116667",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJTV4_QgAvVUkRtFNYL7tPSt4/photos/AWYs27wbFh7vGasgdTSpYYy4LPrIDXMlPYsDn6VWDcALOP0SvnBRuWVYB95ZkpmuylmVItOaIOQmhOzLbVAprfXxu_CvitDSkkreGVqEVmz8kJMkpr_9QR4zU0GgeAyo0YXnVgQkOHOVLxzLOkZNT9TB6jUZR5dne8UMvdzr&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,,4.6,Kujalleq Municipality,Greenland,,"Cape Farewell, Greenland"
Clifton Suspension Bridge,"Isambard Kingdom Brunel's masterpiece of industrial design spans a deep, urban river gorge.","51.4549089,-2.6278553",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJU92F4za1cEgRzuwm6dJhke0/photos/AWYs27xyB9JHGTv4T6UvLjCBVnCEU0rLG2WFeF5oSljBmp6C5AoRX82UId-cir-dZZMJuoSXq8WAvIboBRLaSzqkOIutOjaubXDkXQKq0OCSTMN0vWRQPYB7ZeV_1jmIkNrs_hj0vANixP0BJxRsXgCERtrJ_XOMPfldS5Kl&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,,4.8,,United Kingdom,https://www.cliftonbridge.org.uk/,"Bristol BS3 2JX, UK"
Mount Pelée,"Volcano featuring trails for challenging hikes, also known as site of famous 1902 eruption.","14.8093677,-61.1664179",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJ2Vu6ne2waowRItH5GRTTasE/photos/AWYs27yxStEL8rP4s1EsPC20XQVwoKa6YIXyOkDnlTvLzkvRhPcEOj50VTv-3wj796qmXqYQrMrg_GipDHoisJ1o-y1uo28BTP36hRSAgm_MoC0fipto1NavMF3GDh2FLwQjNv443xQ6BZnRfpUx4rMKzeE9MpbB9H80dklM&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,,4.6,Saint-Pierre,Martinique,,"Mt Pelée, Saint-Pierre 97250, Martinique"
Fairmont Château Lake Louise,"Posh lakefront hotel with multiple dining options & outdoor activities, plus an indoor pool & a spa.","51.417719000000005,-116.21688200000001",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJNZqvCRJdd1MRBBS7Nem5IEQ/photos/AWYs27xm-q3uy7BI_RmUDIK6BoPunQXPpnTBtszeKQaJ8fpbl66naJuvGa5Qh0Ol9lRLjfG7MX0ojYmgcTJDlXsuAWryHEJjqU-ayWzUQMBuluzVngZpK0Sb4NxYeyYC5_GlPe6NVCyCoPeno-vSd5hTb7h63eFwVdUZBoIT&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Hotel,4.6,Lake Louise,Canada,https://www.fairmont.com/lake-louise/?goto=fiche_hotel&code_hotel=A563&merchantid=seo-maps-CA-A563&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,"111 Lake Louise Dr, Lake Louise, AB T0L 1E0, Canada"
Duke Of Sutherland Monument,,"57.981615399999995,-4.006462",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJ4eRJpP30j0gRB9D6-TR9XsE/photos/AWYs27xttStrlk3IfToToFsSza9hBMF8emdqgthHti832hAsvaNPtlVQ4Q4m2Eu0ktsGi95smki0GVEAi1j7miJOFn6sryITwuNX5cTxt_ZVg0fblGFa1slAh70tYKhFHPkZ3HR74rWRjELFrZ1X-VZoraMX1ryKv6tWNEyo&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Historical Landmark,4.6,Scotland,United Kingdom,,"Golspie KW10 6UE, UK"
Mosque-Cathedral Monumental Site of Córdoba,"Ornate, Moorish-style place of worship, with a hall of arched pillars & a basilica with frescos.","37.8789056,-4.7793868999999995",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJzxYazoIgbQ0RNvYb-FPD6-8/photos/AWYs27wn_ETlkaKk6V6oUHL2KYXLIhCUoStKEF3Pe4gyVhyWZ1VAcdkAmdT61ZEadDVEzgoIr7tCnTkCXeMRoeu80PxnH3naG0Za-faR-plifWcERZn8jgLQRxUOsFBLS-iob1LrUgsWIqw5eTEMubNjyX4QjMHyP5hrf2no&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Place of Worship,4.8,Córdoba,Spain,https://mezquita-catedraldecordoba.es/,"C. Cardenal Herrero, º 1, Centro, 14003 Córdoba, Spain"
La Rioja,,"42.287073299999996,-2.539603",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJu9z3TpJLRQ0Rjimbpl76f3g/photos/AWYs27w98W9gPypWm0CwgcqtxLLszSSDp5IZUwxyRQM9_1cjkyaY0O0NddDI3QFI7_AKkzljGDiuV68F80SwtToHCm9QGCez_d75-7It5vYbu6sd53KsmJ6eYA2y2I04fzishox8tPpcqy1GJ9w24uamBQdsadytPELsZ44K&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,,,La Rioja,Spain,http://www.larioja.org/,"La Rioja, Spain"
Teide National Park,"UNESCO-listed park centered on Spain's highest mountain, Teide volcano, with an observatory.","28.253878699999998,-16.6182682",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJKectBpiDagwRLSkKwmM6Y2c/photos/AWYs27y6tv0VmfSWlUwpqlijP-HZMiYNDVrceWZ3obnRuI-0ttXr7PU6_h0FDxIGmUGTQWXmsQm4g3pVJLVPXshQANaJN0OAwJWDR5f_k9tNgI-zMm_dm_r_8sWQOjcmmyJMe5YXAsRn1oJUdJGMKDSPCffFafzh05fSkRgD&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,National Park,4.8,La Orotava,Spain,http://www.tenerife.es/portalcabtfe/en/discover-tenerife/que-ver/parque-nacional-del-teide,"Calle Doctor Sixto Perera Gonzalez, 25, 38300 La Orotava, Santa Cruz de Tenerife, Spain"
Gaztelugatxe,"Small, rocky island topped by a tiny, 10th-c. chapel, accessed by more than 200 stone steps.","43.446999999999996,-2.7849999999999997",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJHUULrwNATg0RvmXqxf2BP6A/photos/AWYs27wWqULKhABu7hADOWBYQdc7-8zaYPIq5xxjXQIoeeI2zUWFvJhwdGpAqN1ZZzFQQ7ZZJzLhul9SQ3jaRJ8LJ2JJAD42q5i8kBOX9e3xVbo578Eq5w0BuQdlfxVt1oL6yD_q2nLLLyYFErC35TRaB1jqLCDtSQUYCtw&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,,4.7,Gaztelugatxeko Doniene,Spain,,"Gaztelugatxe, 48130 Gaztelugatxeko Doniene, Biscay, Spain"
Ciudad de las Artes y las Ciencias,State-of-the-art science complex set within a landscaped park with a huge aquarium & IMAX screen.,"39.454875099999995,-0.3504904",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJgUOb0elIYA0RlPjrpQdE62I/photos/AWYs27z4odQwYrMqMMlfKyijU7BCF6DrSbh9Jj05od8ODyAzfn-nHdV7Dw4AQSQhfm361F293WEqMxbueVdBStj6bwCDQDntqpHWuk_tjmvbUbx9HdTGFTgq_baNszXKLk53gJ6EfzLxENwqvtAZ1Cp6M_fvFHoI-q4jt5Bf&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Museum,4.7,Valencia,Spain,https://cac.es/,"Quatre Carreres, 46013 Valencia, Spain"
Puente Nuevo. Centro de Interpretación,"An 18th-century arch bridge over a 120m chasm, with an interpretive center in a guardhouse.","36.740838,-5.1659616999999995",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJnRAtxTgxDQ0RrB3Gsr1VgcY/photos/AWYs27x_VNu27lEBf9izTQVn5ZuphQzkUpcgabinOonwW88oB_mY0o66Al8nn8vU0oHhxA8P_dnAcI3Q2YQpqT5vrxjFkjSWX-jx70C8oJ8UsngyjoQ_ZTjE_2oF_n25ynag7KdNpZpkld8GBxAFmXqMRPu4445GwZXydSoe&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Tourist Attraction,4.7,Ronda,Spain,http://www.turismoderonda.es/,"Pl. España, s/n, 29400 Ronda, Málaga, Spain"
Tibidabo,"Amusement park, opened in 1868, with 25 rides, restaurants & picnic areas, plus views over the city.","41.421631999999995,2.1194491",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJwYnKYCeYpBIRyz3MKkhZ5C8/photos/AWYs27wOx7W3fLTbIGCOgml7D-6FT8AKspcYCZ53JA3_84Lj1B0025AGGXuD2yeIj8IyfVvxxX0tZpvdxs-bGUTn9rXQjrzX8PTENdYRqzTYme6-9W3LfKEACBVRhMgLqQGrBjFE0ZCH-yTuoecRj6sdVKnG1pJUD36lkgEM&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Amusement Park,4.4,Barcelona,Spain,https://www.tibidabo.cat/,"Pl. del Tibidabo, 3, 4, Sarrià-Sant Gervasi, 08035 Barcelona, Spain"
Cathedral of Santiago de Compostela,Soaring Romanesque cathedral & site of pilgrimage known for Master Mateo's carved arched portico.,"42.880688,-8.544395399999999",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=places/ChIJB0dBJkP-Lg0RxRaj0LljjqE/photos/AWYs27yk2J-XtASZr4zHDjAZQI5NHJ0nMjX_EGHRnT2kqWO6jmpocgmXqVxMi9LwehdNGT7mMMD4sW6-9eF0TbOpCb84Q98EBfPTnvBEkDQnr-pvtSg7L3dZ8eW6Z1e140qDKN27WNTxeC0KfZvKj_oLMnKAE4pY2IWM8dlx&key=AIzaSyCBS71O03OLWTYZEtzgrUNQxipz2liHDsE,Church,4.7,Santiago de Compostela,Spain,https://catedraldesantiago.es/,"Praza do Obradoiro, s/n, 15704 Santiago de Compostela, A Coruña, Spain"
